Player,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16
Mauricio Lemos Merladet,0.19232008,-0.029602468,0.09117247,-0.044090025,0.14081296,0.0988603,0.11259286,0.066496216,-0.088734955,-0.0068359077,0.06341189,0.13151318,0.0182311,0.11862415,0.06247487,0.71624553
Mauro Javier Dos Santos,0.013025172,0.009205428,0.043694902,-0.04665613,0.013664874,-0.017808525,-0.01188562,-0.0022898545,-0.8448563,0.10034037,0.5521418,-0.23596132,0.0010621428,0.022234676,0.019425003,0.49263403
Mehdi Lacen,-0.0075653223,-0.009373762,0.42581454,-0.22355981,0.010744088,0.014353533,0.0063161855,-0.0011095882,-0.0972277,-0.0019321672,-0.5137111,0.18804686,-0.0022117943,-0.02247274,-0.012997481,0.6324256
Michael Krohn-Dehli,0.058948357,-0.023835585,0.36370483,-0.12104188,0.03848552,0.02248236,0.060511325,0.009321874,0.54768753,-0.12569243,-0.040882494,0.27995202,0.0024163837,0.019411432,-0.016361412,-0.029664837
Miguel Torres Gómez,-0.057394218,-0.009047532,0.47591218,-0.2826107,-0.04517668,-0.040647212,-0.04821964,-0.010483885,-0.6569029,-0.10493972,0.276582,-0.19237037,-0.029023621,-0.023169601,-0.017067911,0.46186137
Miguel Ángel Guerrero Martín,0.09338769,-0.095202975,0.08885563,-0.1614398,0.069515005,0.044618253,0.17625402,0.013381135,-0.36530763,-0.42580166,0.65441823,0.3473419,-0.04479622,0.005364306,-0.02301497,-0.7513783
Mikel Balenziaga Oruesagasti,0.054372605,-0.022310948,0.14485867,0.10830164,0.032429893,0.029489795,0.030331608,0.029111408,-0.391257,-0.1792299,-0.21619539,-0.22207391,0.0053994297,0.02223796,-0.026016256,0.6053514
Mikel González de Martín Martínez,0.17476602,-0.110204235,0.20799547,-0.28344762,0.070980564,0.078360654,0.12223237,0.046955787,-0.5262665,-0.17233428,0.35390484,0.11834766,-0.025313364,0.10528882,0.037904236,0.74725026
Mikel Oyarzabal Ugarte,-0.016163435,0.028347587,0.115306355,0.18299751,-0.003872949,-0.046185225,-0.03881732,0.0066722273,-0.058570795,0.30122763,-0.085898906,0.2653296,-0.0041926317,0.021327734,0.051222287,-0.7778471
Mikel Rico Moreno,0.08149462,-0.03508874,0.38611266,-0.15839046,0.0009668246,-0.02141502,0.045628186,0.016687948,-0.03159324,-0.06607068,0.43748263,0.24986576,-0.008734988,0.07143529,0.02155783,-0.16663939
Mikel San José Domínguez,0.05061503,-0.013918308,0.089857474,-0.32991686,0.028488535,0.009337557,0.029912967,-9.675476e-05,-0.27296782,-0.1401202,-0.49542814,-0.04317447,0.0045481413,0.011174765,0.01724441,0.31552583
Moisés Gómez Bordonado,0.1466857,-0.023482531,0.1839164,-0.018042585,0.06786158,0.033414714,0.0655105,0.039206423,0.7222939,-0.15497765,0.4570034,0.28708032,0.026014067,0.08128661,0.012049658,-0.20324838
Mubarak Wakaso,0.01725598,0.016761785,0.10047615,0.44259605,0.009552043,-0.027595822,-0.0047421595,-0.006844072,0.55310637,0.20239636,0.18299496,0.3827981,0.0176308,0.01310159,-0.021371925,-0.22481056
Munir El Haddadi Mohamed,0.07258432,0.025845371,-0.041164853,-0.040333465,0.00942348,-0.074081935,-0.0072348746,0.04223574,0.44227105,0.2684357,0.30907682,0.33081213,0.024476087,0.10595467,0.10171798,-0.2267024
Nabil El Zhar,0.10139387,-0.0071106926,0.20744947,0.4572186,0.052774437,0.00589908,0.027434131,0.054295417,0.40254185,0.066641346,0.24543992,0.19142316,0.00043936953,0.10030662,0.011915437,-0.37167975
Nabil Ghilas,-0.05640286,0.039204884,0.23897469,0.46502525,0.019588891,-0.021226328,0.006344006,0.0071211816,-0.34334457,0.003409988,0.712237,0.09557718,-0.00832929,-0.051377606,-0.05577557,-0.903781
Nemanja Radoja,0.09927698,-0.05517788,-0.12170345,0.16987869,0.069380514,0.06336055,0.13088566,0.0058186203,0.25820264,-0.26816255,0.17092876,0.25533435,0.007626735,-0.019385617,-0.06378708,0.44404408
Neymar da Silva Santos Junior,0.18697436,-0.1047526,-1.3418448,0.7736182,0.013232624,-0.05848339,0.12506834,0.07515069,0.9373197,0.18091775,-1.2758776,-0.3345175,-0.11715964,0.23936428,0.18192947,-1.4358163
Nicolás Ladislao Fedor Flores,0.05223582,-0.03451529,-0.092036754,-0.5517574,0.022920545,0.0001524694,0.05347306,0.009004606,-0.16536483,-0.0986834,0.079202496,0.3351131,-0.022370836,0.012073262,0.04624297,-1.0089971
Nordin Amrabat,-0.11342129,0.060038827,0.4138067,0.4813611,-0.039408013,-0.032858115,-0.0822882,-0.032026485,0.040708788,0.35233217,-0.1612511,0.22767323,0.024644027,-0.04368774,-0.048494518,-1.1298788
Ognjen Vranješ,0.095602036,-0.09399683,0.07317862,-0.09688124,0.053248946,0.024423653,0.076222725,0.016606586,-1.1679698,-0.1779247,0.3035171,-0.12885109,-0.033500183,0.045005284,0.010023779,0.6809261
Omar Mascarell González,0.035915338,0.0031266857,0.26647875,-0.18073532,0.031038748,-0.02110702,0.030603174,2.8770703e-06,-0.39142087,-0.074634925,0.09254079,0.042049076,-0.003120243,0.0014443902,0.0070071914,0.32148218
Oriol Riera Magem,-0.009834832,-0.039748494,-0.113364875,-0.19611652,0.006098131,0.017221732,0.105324626,-0.033918526,-0.27280667,-0.22859816,0.8062941,0.35687765,-0.0074022324,-0.075761005,-0.060393583,-0.75780964
Pablo Daniel Piatti,0.011513969,-0.03089515,0.41938552,0.38829175,0.009821417,-0.001007957,0.05404722,0.02583439,-0.29418346,-0.064697064,0.60071504,0.29912877,-0.03210937,-0.004352896,-0.03843378,-0.48109373
Pablo Fornals Malla,-0.016574265,0.013013269,0.25441575,0.15944555,-0.01746167,-0.02900922,-0.009844428,-0.024194207,0.4182548,0.12547104,0.116939105,0.40844986,0.018508274,-0.01039416,-0.046083648,-0.06675467
Pablo Hernández Domínguez,-0.029587371,0.027834585,0.22540417,0.087927386,-0.034800347,-0.061866965,-0.056285713,-0.020395365,0.3092264,0.17761114,-0.45395353,0.0900325,-0.004487591,0.00599802,0.016437802,-0.30954117
Pablo Pérez Rodríguez,0.049402207,-0.03253331,0.27527466,-0.14685048,0.055860065,0.034653544,0.11943596,0.0067806314,-0.41012818,-0.2976329,0.66131324,0.27209073,-0.018298727,-0.011291608,-0.034239553,-0.79458475
Pablo Sarabia García,-0.075355135,0.081614874,0.05466065,0.20874394,-0.044470217,-0.06513573,-0.09971406,-0.026296478,-0.1686508,0.30375546,-0.71576154,-0.17931917,0.014902469,-0.03837282,0.011219325,-1.0796913
Papa Kouly Diop,0.055908643,0.017646395,0.084052354,-0.14001335,0.0454791,-0.012746711,0.0021848457,0.027295873,-0.54905343,0.14452349,-0.379957,0.01909957,0.009907503,0.048327535,0.070105396,0.46739748
Pau López Sabata,-0.08888982,-0.06480442,-1.2503787,0.099813126,-0.058016565,0.11698903,0.060964126,-0.0468576,-0.50212955,-0.3479336,1.5022272,-0.48275217,-0.03674546,-0.14763345,-0.083942994,0.72025293
Pedro Bigas Rigo,0.1517662,-0.016458485,-0.11115604,-0.19491252,0.08768596,0.03402481,0.04903519,0.04556372,-0.3050979,0.06518096,-0.493031,0.045713805,0.019187517,0.09639015,0.10385606,0.76892287
Pedro León Sánchez Gil,-0.08019134,0.049628004,0.089781925,0.6558226,-0.053716037,-0.050552,-0.09276211,-0.001915558,-0.18898906,0.21197526,0.19254261,-0.15376446,-3.606876e-05,-0.004929583,-0.029426413,-0.81608564
Pedro López Muñoz,0.07320813,-0.05185914,-0.016672105,0.29288337,0.042781025,0.055132627,0.03792906,0.03571381,-0.25322792,-0.056361586,-0.1779246,0.048272707,0.00078893104,0.021080049,-0.006079892,0.54579973
Pedro Mosquera Parada,-0.0007869559,-0.0007847374,0.3700117,-0.4366595,0.007054308,0.014930414,0.011538327,-0.006787764,-0.039711475,-0.057208713,-0.84795886,0.14133646,0.00552584,-0.021955648,-0.009447124,0.5006754
Pedro Pablo Hernández,-0.022211432,0.0002269378,0.28992498,-0.22990948,-0.04515016,-0.031069733,0.0037566605,-0.03894092,0.06349691,-0.12189367,-0.6791681,0.16215914,-0.010222872,-0.038501788,-0.041952148,-0.121969774
Pedro Taunausú Domínguez Placeres,0.015650554,-0.001989032,0.19493234,-0.08087592,-0.018042773,-0.022276573,-0.003989248,-0.024950163,0.4673546,0.066288866,-0.79730946,0.2667652,-0.015192505,0.011730353,0.010097158,-0.26267692
Petros Matheus dos Santos Araújo,0.0075137666,-0.043596,0.54656744,-0.13492729,-0.009907508,0.0012801886,0.03643226,-0.002706271,-0.18104012,-0.19232194,-0.46798623,0.25187272,-0.030357048,-0.010279697,-0.037504792,0.28638652
Rachid Aït-Atmane,-0.04501761,0.020565791,0.29602104,0.10172175,-0.018218536,-0.030985609,-0.0045992434,-0.0005920732,-0.14162694,-0.07639589,0.010803286,0.0053665377,0.00082652457,-0.037849825,-0.052420378,0.14375079
Raphaël Varane,0.1281835,-0.046968658,0.047096472,-0.31056166,0.10342072,0.083428375,0.094209805,0.033105176,0.15420182,-0.08410184,-0.44479328,0.15474783,0.0011799335,0.034655962,0.05372176,1.0424712
Raúl Albentosa Redal,0.016700264,0.007939238,0.065619275,-0.23564461,0.014976395,-0.0112721305,-0.03333339,0.003398616,-0.7351297,0.21346241,0.2216939,-0.091217674,0.017080994,0.04573086,0.059233896,0.6071283
Raúl García Escudero,-0.099755734,0.09847507,0.10424559,-0.3971522,-0.028551934,-0.06917662,-0.08773242,-0.07285219,-0.37734407,0.21168788,-0.26034048,-0.08379339,0.017800631,-0.0833624,-0.00032469968,-1.059011
Rene Krhin,0.13872635,-0.0841627,0.18484221,-0.11522671,0.0890175,0.036164146,0.14632866,0.012981179,-0.44980597,-0.22857027,0.35483745,0.21343315,-0.025798569,0.060017932,0.017395118,0.2357821
Ricardo Jorge Luz Horta,0.1386369,-0.07753277,0.4095914,0.2301465,0.090106234,0.054513343,0.12358931,0.051789243,0.29874855,-0.05752567,0.39699027,0.567406,0.010830437,0.08276352,-0.018681882,-0.31416202
Ricardo Miguel Moreira da Costa,0.100187615,-0.046038624,0.36760426,-0.489072,0.035782155,0.018483728,0.026195446,0.026611403,0.031958904,0.15373698,0.4409595,0.24187848,-0.014419079,0.09189479,0.08309601,0.710576
Ricky van Wolfswinkel,0.088020526,-0.03170493,0.09518972,-0.37145028,0.021072704,0.006899907,0.08710171,-0.0052409545,-0.39397824,-0.30117384,0.9087124,0.1359248,-0.012493795,0.015809461,-0.014338848,-0.6545783
Robert Ibáñez Castro,0.11264075,-0.06494917,0.44739226,0.11278836,0.047501102,0.0068881223,0.1158354,0.039611295,0.61074567,-0.21209566,0.7780931,0.5242662,-0.0112700015,0.076775394,-0.014928275,-0.3153319
Roberto José Rosales Altuve,-0.10293316,0.064063966,0.3951746,0.16206388,-0.047524553,-0.024370026,-0.10538523,-0.011122934,-0.27588058,0.044591162,-0.47523198,-0.13985896,0.03120577,-0.07259052,-0.06981244,0.31824312
Roberto Lago Soto,0.11758351,-0.045527704,0.21925116,-0.020851815,0.06960519,0.047992237,0.052548457,0.055162035,-0.33238384,-0.2623529,-0.091020286,-0.1727007,0.0064190743,0.065883234,0.0034102052,0.58822197
Roberto Román Triguero,0.0033391488,-0.012971596,0.44109058,-0.25410813,0.0012190627,-0.0015754423,-0.020543655,0.023693183,-0.23475057,-0.09287549,-0.16457936,-0.06474417,0.005727592,0.0069565587,-0.00243103,0.50273573
Roberto Soldado Rillo,-0.13370553,0.083612345,0.34250015,-0.3532494,-0.050249,-0.09603226,-0.07971009,-0.042035263,-0.078136444,-0.08799326,-0.1565902,-0.24939184,-0.020169327,-0.107945755,-0.011466325,-0.81337106
Roberto Trashorras Gayoso,-0.13480864,0.00052873936,-0.14009854,-0.22374204,-0.12506714,-0.11216802,-0.021241326,-0.035073023,0.5942621,-0.10807724,-1.4574175,-0.20710033,-0.026258014,-0.07003853,0.0016713531,0.04065921
Rodrigo Moreno Machado,0.04850813,0.0130243655,0.042009935,0.17128013,0.049147908,0.022558618,0.030815702,0.027587261,-0.10748684,0.022881765,0.3580877,0.093199156,0.013928276,0.022264011,-0.005112435,-0.7476992
Roger Martí Salvador,0.0021442175,-0.032718074,0.22102158,-0.016179845,0.00044788845,0.035965092,0.06933499,0.0038150693,-0.5435761,-0.07164688,1.0467342,0.36401752,-0.004682157,-0.029403895,-0.05910308,-0.9370149
Roque Luis Santa Cruz Cantero,0.06200347,-0.01312135,-0.047283508,-0.0074313493,-0.003059288,-0.032573298,0.037770804,0.009351159,0.6868353,-0.18776926,0.90377927,0.42800263,0.01944753,-0.007792776,-0.023181116,-0.29818246
Roque Mesa Quevedo,0.016935209,-0.02018796,0.009379719,-0.022938782,-0.01285913,0.022204274,0.03490696,-0.026098976,0.5947724,-0.045801543,-1.3099151,0.2142672,-0.010444146,-0.017412994,-0.022565937,0.18281054
Rubén Castro Martín,0.027334489,0.052028228,-0.23433284,-0.63122845,-0.0028529058,-0.045318354,-0.08040845,-0.010023151,0.18113366,0.5404212,0.008456443,0.41502973,0.055126898,0.067632385,0.11745172,-0.99788725
Rubén Duarte Sánchez,0.06639696,0.0020036136,0.033699512,-0.09218698,0.043966636,-0.016651517,0.028679967,0.02322299,-0.8563133,0.008825122,-0.0025974999,-0.25997072,0.004736351,0.061202165,0.056591406,0.5561719
Rubén García Santos,0.0007337196,-0.0032681702,0.20918904,0.45785505,-0.015910788,-0.021126222,-0.009771818,0.01558511,0.11693364,0.14670052,0.42983416,0.2902795,0.0028077222,0.018855888,-0.031344786,-0.25372252
Rubén Gracia Calmache,-0.07902078,0.06503916,0.36969012,0.6455271,-0.020452617,-0.070269525,-0.09557475,0.0014691849,0.1871594,0.33684915,0.15039064,0.18058567,0.018500462,-0.0035697264,-0.011796424,0.03142326
Rubén Iván Martínez Andrade,-0.065558426,0.0062387865,-0.9853571,0.038556743,-0.058367714,0.09539936,-0.017396752,-0.017066533,-0.60768497,-0.1059831,1.6676476,-0.5089452,-0.0021387239,-0.08086298,-0.051785864,0.73990434
Rubén Pardo Gutiérrez,0.027324,0.015675258,0.18533567,-0.32543352,0.04232453,0.032928124,0.026643833,0.0064577423,0.19969931,-0.086391844,-0.23104681,-0.08355911,0.020065311,0.002287389,0.0008240781,0.01315552
Rubén Rochina Naixes,-0.01940604,0.07370209,-0.00276215,0.3142581,-0.0059129605,-0.04725332,-0.07991957,-0.007734331,0.02597788,0.3809278,-0.41776228,-0.09400157,0.024525454,0.030136732,0.025338506,-0.8325732
Rubén Salvador Pérez Del Mármol,-0.068255104,0.01241492,0.36588794,-0.109192185,-0.04427319,-0.02041763,-0.025147356,-0.016977493,-0.248474,-0.11155419,-0.6416456,0.03826865,0.013345263,-0.06570053,-0.06439766,0.24740693
Rúben Miguel Nunes Vezo,0.05447397,0.00058689393,0.03105906,0.152709,0.049670704,-0.012265136,0.014752684,0.017575717,-0.7503184,0.07418354,0.08142173,-0.16300415,0.0031810738,0.053425673,0.02644358,0.6778026
Răzvan Dincă Raț,-0.10637282,-0.0052718213,-0.14256398,-0.02724188,-0.057952154,0.030246776,-0.025818903,-0.04210958,-0.048122503,-0.042304583,-0.55482876,0.045220446,0.053374678,-0.13651693,-0.1331277,0.53956294
Sabin Merino Zuloaga,-0.06699251,0.04389534,0.10199113,0.2561335,-0.029613312,-0.085215576,-0.061262615,0.0024998072,-0.112333104,0.33800843,0.5902976,0.29469204,-0.0069879172,-0.008029147,0.03927922,-0.76534593
Salvador Sevilla López,0.033948984,-0.0019974383,-0.046270683,-0.2457249,0.0066307317,-0.014731562,0.038496614,-0.022470944,0.69194925,0.090083025,0.28809536,0.37670994,0.00052903726,-0.010398898,0.01932603,0.27417648
Samuel Castillejo Azuaga,-0.085048065,0.047818094,0.35086218,0.7411857,-0.043040577,-0.05934415,-0.09488766,0.001893754,-0.14968097,0.28388903,0.06598717,0.07991307,0.0053490247,-0.016675508,-0.025533618,-0.5326318
Samuel García Sánchez,-0.22150026,0.09978926,0.29759616,0.19930512,-0.13128269,-0.15284784,-0.15032345,-0.069963194,0.059582524,0.2858662,0.41061157,0.1082885,-0.024394143,-0.13050725,-0.025218645,-0.5195037
Santiago Mina Lorenzo,-0.0062452587,-0.012369548,0.4780798,0.23076552,-0.012780325,-0.023179555,-0.0045093093,0.007991887,0.018917313,0.10243315,0.08193588,0.35841802,-0.024230227,0.010557233,0.013635785,-0.5386964
Santiago Vergini,0.23780367,-0.052021414,-0.10817081,0.011093753,0.16452914,0.08237381,0.12462418,0.06903567,-0.43369263,-0.009933524,0.00047410012,-0.07501637,0.015349496,0.14438988,0.09038387,1.0657125
Saúl Berjón Pérez,-0.15247993,0.104263395,-0.05829241,0.3983193,-0.08364006,-0.08349987,-0.14510682,-0.018015418,-0.17650978,0.19220759,0.34531015,-0.22869767,0.021845749,-0.08247121,-0.041205652,-0.80311924
Saúl Ñíguez Esclapez,0.05543701,-0.022198478,0.1971898,-0.24783355,0.033155553,0.02037806,0.07448869,-0.0036546732,-0.37193987,-0.14055716,-0.615085,0.25928026,-0.007431834,0.00882017,-0.0068725706,-0.6156006
Sebastián Carlos Cristóforo Pepe,0.05833384,-0.060613696,0.16128159,-0.15640484,0.029228386,0.039867047,0.11049787,0.0065751537,0.12212516,-0.2956635,-0.34176382,0.12973405,-0.029440675,-0.0022921101,-0.027684782,0.55327004
Sergi Gómez Solà,0.099592164,-0.010668822,-0.24238585,-0.17866935,0.080797054,0.033954464,0.07940356,0.048479203,-0.05091951,-0.034734897,-0.59817165,-0.2094271,0.028487233,0.065279536,0.10806764,1.2249197
Sergi Roberto Carnicer,0.03328352,-0.047678106,0.010945743,-0.036709122,0.028966492,0.044201985,0.08672742,-0.011182823,0.80418307,-0.30431136,-0.47903493,0.07856385,-0.02936399,-0.041290004,-0.02555919,0.2742837
Sergio Busquets i Burgos,-0.063934214,-0.016496327,-0.0068376916,-0.39720702,-0.04361211,-0.01826035,0.037139,-0.0028672856,0.9269259,-0.22289294,-1.2403141,-0.06900352,0.0021378268,-0.054211453,0.018745946,0.778111
Sergio Canales Madrazo,0.0012674741,-0.0022967113,0.51504904,-0.35523593,0.0069933515,-0.009506183,0.031380944,-0.029403286,0.5167367,0.19438425,-0.047403,0.6033043,0.018953886,0.009741305,-0.006224011,-0.14747764
Sergio Enrich Ametller,-0.10769991,0.001872521,0.28094292,-0.5390541,-0.066486664,-0.06981642,0.014209893,-0.05954959,-0.4590815,-0.3395564,0.19409767,0.051177986,-0.05966162,-0.12463299,-0.031072034,-0.998703
Sergio Escudero Palomo,-0.06507966,0.040867176,0.32752743,-0.058476843,-0.030336194,-0.03012716,-0.06069954,-0.017212097,-0.4975071,0.13511096,-0.38523343,0.11881823,0.0049479725,-0.052796055,-0.0132596465,0.024324065
Sergio Ezequiel Araújo,0.06981648,-0.04358142,0.16068667,-0.17495373,0.049015686,0.04235179,0.08913534,0.010361157,0.004567164,-0.056722887,0.1927254,0.44787648,0.010596372,0.019305153,-0.016587116,-1.1197747
Sergio Gontán Gallardo,-0.10936213,0.044972245,0.5237535,0.15932225,-0.047999557,-0.049685504,-0.05356237,-0.030527795,-0.38002118,0.0857532,-0.50233066,0.15322557,-0.02091794,-0.1060668,-0.030993205,-0.83536524
Sergio Ramos García,0.122911826,-0.007820914,-0.24691942,-0.4308709,0.06567029,0.045364417,0.052885972,0.042978045,0.15103188,0.00024892067,-0.7634614,0.030159863,0.02672439,0.08036442,0.115100406,0.86063653
Sergio Rico González,-0.014356726,0.036931004,-0.43037596,-0.1560744,-0.052102398,0.081655405,-0.047434982,0.01092921,-0.17400971,0.1651945,1.5276918,-0.38437742,-0.0016521119,0.038970187,0.02588899,1.1266507
Sergio Álvarez Conde,-0.18924537,0.12690388,-0.4654919,0.14452867,-0.12518509,0.018961284,-0.16791804,-0.031549994,-0.2360165,0.36102796,1.5485048,-0.5519293,0.023223117,-0.04911609,-0.027574267,0.96879
Sergio Álvarez Díaz,-0.13051997,0.042417187,0.46192572,-0.12067098,-0.09532081,-0.09280171,-0.089372545,-0.03628531,-0.35391757,-0.027434723,-0.4151224,0.0031500403,-0.022520287,-0.09691238,-0.04714734,0.12375198
Shkodran Mustafi,0.11113577,-0.012147278,-0.10620635,-0.29802698,0.08792381,0.06641467,0.066389345,0.037556138,-0.46743727,0.023494238,-0.45634514,-0.031961188,0.035172272,0.0648788,0.08145792,0.77474123
Sidnei Rechel da Silva Júnior,0.07347349,0.00048682906,0.06990842,0.14897992,0.06306475,0.008475253,0.021116145,0.03547827,-0.41986087,0.09176357,-0.08467841,-0.10925513,0.008210278,0.06343075,0.047524624,0.8931235
Simão Mate,0.05980783,-0.010191114,0.25216603,-0.11150656,0.037753202,-0.008161499,-0.008748152,0.020377101,-0.5441044,0.12950224,0.104566455,0.027077347,-0.0011404955,0.06013131,0.034768738,0.62109464
Sofiane Feghouli,-0.17656022,0.063370116,0.20970167,0.4451179,-0.098173894,-0.10295954,-0.126567,-0.064345464,0.062450822,0.3146795,0.16750874,0.09620899,-0.0018970455,-0.086121455,-0.03365795,-0.60550195
Stefan Savić,0.065729,-0.048553396,0.30380687,-0.2544721,0.025888259,0.018044932,0.013918489,0.028240513,-0.57191586,0.019022183,0.18011367,-0.024624014,-0.004977285,0.061032485,0.027327146,0.9608146
Stefan Šćepović,0.025284735,-0.026739027,0.16202424,-0.37571892,-0.00747587,-0.030734489,0.05199932,0.004486797,-0.2319858,-0.0698642,0.69886756,0.37626886,-0.025548927,-0.0015263307,0.029560203,-0.49240834
Steven N''Kemboanza Mike Christopher Nzonzi,-0.047599457,0.040105082,0.3628825,-0.33565465,-0.023625152,-0.051920366,-0.055861704,-0.03371217,0.18431683,0.1622256,0.010785244,0.22617625,-0.0025621506,-0.02778668,0.03560324,0.2293275
Sérgio Paulo Barbosa Valente,-0.1681622,0.080872126,0.023466181,0.5694328,-0.10118022,-0.0895254,-0.14057985,-0.072445646,0.17923799,0.32063162,0.1826358,0.034183227,0.02610334,-0.09379936,-0.08860651,-0.32321522
Takashi Inui,-0.017817788,0.028311279,0.145806,0.16027024,-0.0122303665,-0.028788447,-0.032963946,-0.007427108,0.032882616,0.12872177,0.36556795,0.07379183,0.010928193,0.012133101,-0.015717836,-0.569039
Thomas Teye Partey,0.10781014,-0.004821179,0.15219107,-0.11888246,0.03247047,-0.0451861,0.016406786,0.040225767,0.5853396,0.05875607,0.66550726,0.3687544,0.0069278283,0.08830567,0.08441543,-0.22423615
Thomas Vermaelen,0.09601961,-0.12987635,-0.7541196,-0.41050154,0.056016017,0.052903127,0.23238692,-0.019108731,0.97673845,-0.40320253,0.11356451,0.27407348,-0.031092849,-0.027399395,0.038087923,0.80684155
Théo Bongonda Mbul''Ofeko Batombo,0.02499495,-0.044627115,-0.10858598,0.51673913,0.029585188,0.02207213,0.0736793,0.008928173,0.42002708,-0.07356433,0.27411652,0.32070136,0.005174357,-0.011233769,-0.045980547,-0.61333704
Tiago Cardoso Mendes,0.03973981,-0.0048390455,-0.19110116,-0.5413075,0.0063390373,-0.01969917,0.042625148,0.02043322,0.48271608,-0.18152258,-0.7240877,-0.15452568,0.0020915237,0.040557347,0.10509116,0.6792339
Tiago Manuel Dias Correia,0.0076828557,0.029358875,0.063568935,0.47853824,0.01414069,0.014582323,-0.054517504,0.017068895,0.057397597,0.26219943,0.013964623,-0.06753361,0.042533547,0.061235707,-0.008429452,-1.0939963
Timothée Kolodziejczak,-0.006059916,-0.0018636908,0.33733165,-0.20609409,0.00932905,0.011290798,-0.011176256,-0.0021076535,0.030696837,0.050960876,-0.17303275,0.11655105,0.0115402555,-0.00981267,0.00086934824,0.9143951
Tomás Pina Isla,0.015814723,-0.013626074,0.3436688,-0.21451539,0.0028647082,-0.018961072,0.01759609,-0.009680687,-0.057539158,-0.07720562,0.23124135,0.12429412,-0.014739956,-0.008912109,-0.010779164,0.43847844
Toni Kroos,-0.04998286,-0.049698476,-0.35526258,-0.55249673,-0.09193569,-0.06255838,0.07014964,0.0026466916,0.8407573,-0.47112584,-1.6930146,-0.3323449,-0.007265295,-0.037565,0.04262369,0.36011767
Vicente Guaita Panadero,-0.1271789,0.0630944,-0.72306657,0.0766513,-0.1065817,0.058042753,-0.1003624,-0.02707071,-0.6438812,0.14067228,1.6832548,-0.57530004,0.0119366925,-0.061784808,-0.048902016,0.791512
Vicente Iborra De La Fuente,-0.07287737,0.040318973,0.060725912,-0.5393629,-0.03707609,-0.06519766,-0.03529543,-0.038534492,-0.6126743,0.02628461,0.44857088,0.14333162,-0.020592073,-0.07542669,0.027635992,-0.6741833
Víctor Camarasa Ferrando,0.10001058,-0.020417694,0.34615856,-0.15513182,0.052671466,0.01400018,0.054464623,0.0025428722,0.24504222,-0.08796268,-0.15985696,0.2746748,-0.010333744,0.041944712,0.02039425,-0.025795486
Víctor Casadesús Castaño,-0.052166518,0.05650839,0.20738862,-0.025590891,-0.0614967,-0.09221218,-0.0738689,-0.015225551,0.19808955,0.20785171,0.753423,0.2561314,0.013554987,-0.005064329,0.023956774,-0.2768862
Víctor Guillermo Álvarez Delgado,-0.18443935,0.09742942,0.27981612,0.6904988,-0.09577764,-0.103896074,-0.1606307,-0.0038482526,-0.28271258,0.29658026,0.22732928,-0.16582184,0.00334903,-0.07175362,-0.03791928,-0.27487317
Víctor Machín Pérez,-0.12383313,0.054231342,0.40685496,0.43678433,-0.066700675,-0.06952124,-0.08908301,-0.02541658,-0.02198941,0.060718384,-0.26356462,0.043324202,-0.026899265,-0.08682205,-0.04181189,-0.65942556
Víctor Rodríguez Romero,0.12668657,-0.07052819,0.23999642,-0.020871652,0.07508314,0.06740679,0.117058836,0.006185237,0.27734175,-0.11806184,-0.3848372,0.5233066,0.0046378206,0.039091635,-0.026268724,-0.326564
Víctor Ruíz Torre,0.057778332,-0.029577821,-0.23245956,-0.06482504,0.04425299,0.036287583,0.059095472,0.011820957,-0.269612,-0.016879449,-0.10708258,-0.16273296,0.011833826,0.035060167,0.053216916,1.1063844
Víctor Sánchez Mata,-0.023986539,0.015267944,0.3964719,-0.22231989,-0.018005904,-0.022780692,-0.013157421,-0.02333078,-0.13920195,-0.20494929,-0.34421465,-0.08201955,-0.01645285,-0.029734638,-0.028047852,-0.06102619
Wanderson Maciel Sousa Campos,0.104411304,-0.06744836,0.15415828,0.59347343,0.07945259,0.057217073,0.10700737,0.06843242,0.4986066,-0.034108978,0.61805016,0.5069939,0.020360978,0.069363035,-0.049638376,-0.50347155
Weligton Róbson Pena de Oliveira,0.002222197,-0.00014867506,0.108875096,-0.15647426,0.006674561,-0.01274351,-0.030852478,0.014212102,-0.66558766,0.021984212,0.1632017,-0.35019848,0.00917884,0.032706477,0.028845368,0.8788999
Willian José da Silva,0.06507932,-0.0091812555,-0.039965037,-0.35784903,0.011253536,-0.016936611,0.016314281,0.0009972439,0.16214798,0.22481656,0.43168375,0.5220324,0.017942747,0.059796333,0.05518973,-0.8109554
Xabier Etxeita Gorritxategi,0.073035605,-0.022387492,0.14676903,-0.2638223,0.05943608,0.03185057,0.041529108,0.03547382,-0.30452248,-0.019266082,-0.025039393,-0.06806897,0.009740559,0.049933087,0.040205084,0.8168812
Xabier Prieto Argarate,-0.1528892,0.051162843,0.43247625,-0.14898904,-0.08751263,-0.10029284,-0.07511114,-0.04984222,0.45062435,0.07782691,-0.11889362,0.20324948,-0.013070088,-0.097488515,-0.030948069,0.024691373
Xavier Torres Buigues,0.027419953,0.005136913,0.2370349,-0.2043714,0.01582944,0.024339892,0.024172036,-0.009445956,0.069576986,0.092588015,0.5558376,0.20214601,0.016325347,0.022376813,-0.025462262,0.4537451
